Genome,Genome ID,Accession,PATRIC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.22","spr0020","VBIStrPne107296_0022","PATRIC.171101.6.NC_003098.CDS.22168.22404.fwd","PATRIC","CDS",22168,22404,237,"+","FIG00061387","PLF_1301_00001513","PGF_03495754","NP_357614.1",78,,"Competence positive regulator ComW",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.265","spr0232","VBIStrPne107296_0265","PATRIC.171101.6.NC_003098.CDS.222583.225021.fwd","PATRIC","CDS",222583,225021,2439,"+","FIG00002541","PLF_1301_00000533","PGF_06513690","NP_357826.1",812,"pflF","Pyruvate formate-lyase (EC 2.3.1.54)","GO:0008861|formate C-acetyltransferase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.266","spr0233","VBIStrPne107296_0266","PATRIC.171101.6.NC_003098.CDS.225040.225708.fwd","PATRIC","CDS",225040,225708,669,"+","FIG00000023","PLF_1301_00001423","PGF_00057399","NP_357827.1",222,"talC","Transaldolase (EC 2.2.1.2)","GO:0004801|transaldolase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.267","spr0234","VBIStrPne107296_0267","PATRIC.171101.6.NC_003098.CDS.225726.226814.fwd","PATRIC","CDS",225726,226814,1089,"+","FIG00132994","PLF_1301_00000529","PGF_03456354","NP_357828.1",362,"gldA","Glycerol dehydrogenase (EC 1.1.1.6)","GO:0008888|glycerol dehydrogenase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.23","spr0021","VBIStrPne107296_0023","PATRIC.171101.6.NC_003098.CDS.22593.23921.fwd","PATRIC","CDS",22593,23921,1329,"+","FIG00000107","PLF_1301_00000113","PGF_06935032","NP_357615.1",442,"purA","Adenylosuccinate synthetase (EC 6.3.4.4)","GO:0004019|adenylosuccinate synthase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.268","spr0235","VBIStrPne107296_0268","PATRIC.171101.6.NC_003098.CDS.227269.229770.fwd","PATRIC","CDS",227269,229770,2502,"+","FIG00000114","PLF_1301_00000102","PGF_06812369","NP_357829.1",833,"leuS","Leucyl-tRNA synthetase (EC 6.1.1.4)","GO:0004823|leucine-tRNA ligase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.269","spr0236","VBIStrPne107296_0269","PATRIC.171101.6.NC_003098.CDS.229964.230659.fwd","PATRIC","CDS",229964,230659,696,"+","FIG00989082","PLF_1301_00000714","PGF_10519603","NP_357830.1",231,,"Acetyltransferase, GNAT family",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.270","spr0237","VBIStrPne107296_0270","PATRIC.171101.6.NC_003098.CDS.230671.231087.fwd","PATRIC","CDS",230671,231087,417,"+","FIG01312267","PLF_1301_00001310","PGF_10519603","NP_357831.1",138,,"Acetyltransferase, GNAT family",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.271",,"VBIStrPne107296_0271","PATRIC.171101.6.NC_003098.CDS.231902.231994.rev","PATRIC","CDS",231902,231994,93,"-","FIG00638284","PLF_1301_00009580","PGF_08225224",,30,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.272","spr0238","VBIStrPne107296_0272","PATRIC.171101.6.NC_003098.CDS.232155.233126.fwd","PATRIC","CDS",232155,233126,972,"+","FIG00000352","PLF_1301_00000275","PGF_05049118","NP_357832.1",323,"ruvB","Holliday junction ATP-dependent DNA helicase RuvB (EC 3.6.4.12)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.273","spr0239","VBIStrPne107296_0273","PATRIC.171101.6.NC_003098.CDS.233107.233679.fwd","PATRIC","CDS",233107,233679,573,"+","FIG01114142","PLF_1301_00000840","PGF_00207186","NP_357833.1",190,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.274","spr0240","VBIStrPne107296_0274","PATRIC.171101.6.NC_003098.CDS.233910.234668.fwd","PATRIC","CDS",233910,234668,759,"+","FIG01306573","PLF_1301_00000369","PGF_02280759","NP_357834.1",252,"uppS","Undecaprenyl diphosphate synthase (EC 2.5.1.31)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.275","spr0241","VBIStrPne107296_0275","PATRIC.171101.6.NC_003098.CDS.234677.235480.fwd","PATRIC","CDS",234677,235480,804,"+","FIG00000097","PLF_1301_00001049","PGF_02450432","NP_357835.1",267,"cdsA","Phosphatidate cytidylyltransferase (EC 2.7.7.41)","GO:0004605|phosphatidate cytidylyltransferase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.276","spr0242","VBIStrPne107296_0276","PATRIC.171101.6.NC_003098.CDS.235502.236761.fwd","PATRIC","CDS",235502,236761,1260,"+","FIG01304182","PLF_1301_00001112","PGF_03752718","NP_357836.1",419,"eep","Intramembrane protease RasP/YluC, implicated in cell division based on FtsL cleavage",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.277","spr0243","VBIStrPne107296_0277","PATRIC.171101.6.NC_003098.CDS.236774.238627.fwd","PATRIC","CDS",236774,238627,1854,"+","FIG01303751","PLF_1301_00000232","PGF_00037588","NP_357837.1",617,"proS","Prolyl-tRNA synthetase (EC 6.1.1.15), bacterial type",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.278","spr0244","VBIStrPne107296_0278","PATRIC.171101.6.NC_003098.CDS.238727.240106.fwd","PATRIC","CDS",238727,240106,1380,"+","FIG00001469","PLF_1301_00001166","PGF_08148954","NP_357838.1",459,"bglA","6-phospho-beta-glucosidase (EC 3.2.1.86)","GO:0008706|6-phospho-beta-glucosidase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.279","spr0245","VBIStrPne107296_0279","PATRIC.171101.6.NC_003098.CDS.240298.242106.fwd","PATRIC","CDS",240298,242106,1809,"+","FIG00000038","PLF_1301_00000158","PGF_01960322","NP_357839.1",602,"glmS","Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)","GO:0004360|glutamine-fructose-6-phosphate transaminase (isomerizing) activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.24","spr0022","VBIStrPne107296_0024","PATRIC.171101.6.NC_003098.CDS.24122.24589.fwd","PATRIC","CDS",24122,24589,468,"+","FIG00000291","PLF_1301_00000338","PGF_07596127","NP_357616.1",155,,"tRNA-specific adenosine-34 deaminase (EC 3.5.4.33)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.280","spr0246","VBIStrPne107296_0280","PATRIC.171101.6.NC_003098.CDS.242225.243274.fwd","PATRIC","CDS",242225,243274,1050,"+","FIG01307571","PLF_1301_00010967","PGF_02957467","NP_357840.1",349,,"Oxidoreductase",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.281","spr0247","VBIStrPne107296_0281","PATRIC.171101.6.NC_003098.CDS.243374.247144.rev","PATRIC","CDS",243374,247144,3771,"-","FIG00181043","PLF_1301_00000879","PGF_02875184","NP_357841.1",1256,"pulA","Pullulanase (EC 3.2.1.41)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.282",,"VBIStrPne107296_0282","PATRIC.171101.6.NC_003098.CDS.247331.247426.fwd","PATRIC","CDS",247331,247426,96,"+","FIG00638284","PLF_1301_00075812","PGF_05792480",,31,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.283","spr0248","VBIStrPne107296_0283","PATRIC.171101.6.NC_003098.CDS.247561.247974.fwd","PATRIC","CDS",247561,247974,414,"+","FIG00000203","PLF_1301_00000164","PGF_06941403","NP_357842.1",137,"rpsL","SSU ribosomal protein S12p (S23e)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.25","spr0023","VBIStrPne107296_0025","PATRIC.171101.6.NC_003098.CDS.24776.25219.fwd","PATRIC","CDS",24776,25219,444,"+","FIG00000388","PLF_1301_00000363","PGF_01430214","NP_357617.1",147,"dut","Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23)","GO:0004170|dUTP diphosphatase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.284","spr0249","VBIStrPne107296_0284","PATRIC.171101.6.NC_003098.CDS.247994.248464.fwd","PATRIC","CDS",247994,248464,471,"+","FIG00000209","PLF_1301_00000221","PGF_00049904","NP_357843.1",156,"rpsG","SSU ribosomal protein S7p (S5e)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.285","spr0250","VBIStrPne107296_0285","PATRIC.171101.6.NC_003098.CDS.248889.250970.fwd","PATRIC","CDS",248889,250970,2082,"+","FIG00063189","PLF_1301_00000153","PGF_00060409","NP_357844.1",693,"fusA","Translation elongation factor G","GO:0005525|GTP binding;GO:0006412|translation"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.286","spr0251","VBIStrPne107296_0286","PATRIC.171101.6.NC_003098.CDS.251074.255465.fwd","PATRIC","CDS",251074,255465,4392,"+","FIG01314786","PLF_1301_00085464","PGF_02154745","NP_357845.1",1463,"polC","DNA polymerase III polC-type (EC 2.7.7.7)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.26","spr0024","VBIStrPne107296_0026","PATRIC.171101.6.NC_003098.CDS.25179.25736.fwd","PATRIC","CDS",25179,25736,558,"+","FIG01114060","PLF_1301_00001361","PGF_00095970","NP_357618.1",185,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.287","spr0252","VBIStrPne107296_0287","PATRIC.171101.6.NC_003098.CDS.255567.255830.fwd","PATRIC","CDS",255567,255830,264,"+","FIG00002504","PLF_1301_00001520","PGF_09663001","NP_357846.1",87,,"Antitoxin DinJ (binds YafQ toxin)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.288","spr0253","VBIStrPne107296_0288","PATRIC.171101.6.NC_003098.CDS.255823.256101.fwd","PATRIC","CDS",255823,256101,279,"+","FIG00008080","PLF_1301_00001431","PGF_10364140","NP_357847.1",92,,"mRNA interferase YafQ",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.289",,"VBIStrPne107296_0289","PATRIC.171101.6.NC_003098.CDS.256122.256274.fwd","PATRIC","CDS",256122,256274,153,"+","FIG01114211","PLF_1301_00001425","PGF_04141065",,50,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.290","spr0254","VBIStrPne107296_0290","PATRIC.171101.6.NC_003098.CDS.256296.257537.fwd","PATRIC","CDS",256296,257537,1242,"+","FIG00044735","PLF_1301_00000766","PGF_00053966","NP_357848.1",413,"pepS","Aminopeptidase S (Leu, Val, Phe, Tyr preference) (EC 3.4.11.24)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.291","spr0255","VBIStrPne107296_0291","PATRIC.171101.6.NC_003098.CDS.257547.257777.fwd","PATRIC","CDS",257547,257777,231,"+","FIG00773824","PLF_1301_00001689","PGF_00019681","NP_357849.1",76,,"Membrane protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.292",,"VBIStrPne107296_0292","PATRIC.171101.6.NC_003098.CDS.257798.257887.fwd","PATRIC","CDS",257798,257887,90,"+","FIG01561359","PLF_1301_00021477","PGF_03497629",,29,,"BOX elements",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.293","spr0256","VBIStrPne107296_0293","PATRIC.171101.6.NC_003098.CDS.258090.258812.fwd","PATRIC","CDS",258090,258812,723,"+","FIG00002716","PLF_1301_00160148","PGF_09626318","NP_357850.1",240,"rsuA","SSU rRNA pseudouridine(516) synthase (EC 5.4.99.19)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.27","spr0025","VBIStrPne107296_0027","PATRIC.171101.6.NC_003098.CDS.25849.27111.fwd","PATRIC","CDS",25849,27111,1263,"+","FIG00000283","PLF_1301_00000177","PGF_00421792","NP_357619.1",420,"radA","DNA repair protein RadA","GO:0003678|DNA helicase activity;GO:0005524|ATP binding;GO:0006260|DNA replication"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.294","spr0258","VBIStrPne107296_0294","PATRIC.171101.6.NC_003098.CDS.259029.260363.fwd","PATRIC","CDS",259029,260363,1335,"+","FIG00001732","PLF_1301_00000310","PGF_02452912","NP_357852.1",444,"pepC","Aminopeptidase C (EC 3.4.22.40)","GO:0008423|bleomycin hydrolase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.295","spr0259","VBIStrPne107296_0295","PATRIC.171101.6.NC_003098.CDS.260419.261330.rev","PATRIC","CDS",260419,261330,912,"-","FIG00000924","PLF_1301_00000429","PGF_00644224","NP_357853.1",303,"manN","PTS system, mannose-specific IID component",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.296","spr0260","VBIStrPne107296_0296","PATRIC.171101.6.NC_003098.CDS.261354.262157.rev","PATRIC","CDS",261354,262157,804,"-","FIG00011554","PLF_1301_00006769","PGF_01653368","NP_357854.1",267,"manM","PTS system, mannose-specific IIC component",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.297","spr0261","VBIStrPne107296_0297","PATRIC.171101.6.NC_003098.CDS.262185.263174.rev","PATRIC","CDS",262185,263174,990,"-","FIG00002212","PLF_1301_00024014","PGF_00029812","NP_357855.1",329,"manL","PTS system, mannose-specific IIA component (EC 2.7.1.191) / PTS system, mannose-specific IIB component (EC 2.7.1.191)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.298","spr0262","VBIStrPne107296_0298","PATRIC.171101.6.NC_003098.CDS.263358.264377.rev","PATRIC","CDS",263358,264377,1020,"-","FIG01007502","PLF_1301_00000558","PGF_03572345","NP_357856.1",339,"adhP","Alcohol dehydrogenase (EC 1.1.1.1)","GO:0004022|alcohol dehydrogenase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.299",,"VBIStrPne107296_0299","PATRIC.171101.6.NC_003098.CDS.264581.264721.fwd","PATRIC","CDS",264581,264721,141,"+","FIG01349059","PLF_1301_00032034","PGF_03497629",,46,,"BOX elements",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.300","spr0263","VBIStrPne107296_0300","PATRIC.171101.6.NC_003098.CDS.264716.265528.rev","PATRIC","CDS",264716,265528,813,"-","FIG01307038","PLF_1301_00001180","PGF_02899915","NP_357857.1",270,,"Hydrolase, HAD superfamily",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.301","spr0264","VBIStrPne107296_0301","PATRIC.171101.6.NC_003098.CDS.265718.267136.fwd","PATRIC","CDS",265718,267136,1419,"+","FIG00711303","PLF_1301_00000666","PGF_00854027","NP_357858.1",472,,"Guanine/hypoxanthine permease",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.302","spr0265","VBIStrPne107296_0302","PATRIC.171101.6.NC_003098.CDS.267190.267897.fwd","PATRIC","CDS",267190,267897,708,"+","FIG01331003","PLF_1301_00001125","PGF_03494970","NP_357859.1",235,,"Membrane-bound protease, CAAX family",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.303","spr0266","VBIStrPne107296_0303","PATRIC.171101.6.NC_003098.CDS.267992.268966.fwd","PATRIC","CDS",267992,268966,975,"+","FIG00000307","PLF_1301_00001140","PGF_01853493","NP_357860.1",324,"sulA","Dihydropteroate synthase (EC 2.5.1.15)","GO:0004156|dihydropteroate synthase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.304","spr0267","VBIStrPne107296_0304","PATRIC.171101.6.NC_003098.CDS.268968.270290.fwd","PATRIC","CDS",268968,270290,1323,"+","FIG00000106","PLF_1301_00001071","PGF_04485073","NP_357861.1",440,"sulB","Dihydrofolate synthase (EC 6.3.2.12) @ Folylpolyglutamate synthase (EC 6.3.2.17)","GO:0008841|dihydrofolate synthase activity;GO:0004326|tetrahydrofolylpolyglutamate synthase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.305","spr0268","VBIStrPne107296_0305","PATRIC.171101.6.NC_003098.CDS.270271.270825.fwd","PATRIC","CDS",270271,270825,555,"+","FIG00000226","PLF_1301_00001116","PGF_02820109","NP_357862.1",184,"folE","GTP cyclohydrolase I (EC 3.5.4.16) type 1","GO:0003934|GTP cyclohydrolase I activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.306","spr0269","VBIStrPne107296_0306","PATRIC.171101.6.NC_003098.CDS.270868.271680.fwd","PATRIC","CDS",270868,271680,813,"+","FIG00015180","PLF_1301_00001291","PGF_00723222","NP_357863.1",270,"sulD","Dihydroneopterin aldolase (EC 4.1.2.25) / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)","GO:0003848|2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity;GO:0004150|dihydroneopterin aldolase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.307","spr0270","VBIStrPne107296_0307","PATRIC.171101.6.NC_003098.CDS.271725.272042.rev","PATRIC","CDS",271725,272042,318,"-","FIG01115389","PLF_1301_00001363","PGF_08225224","NP_357864.1",105,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.28","spr0026","VBIStrPne107296_0028","PATRIC.171101.6.NC_003098.CDS.27184.27681.fwd","PATRIC","CDS",27184,27681,498,"+","FIG00023019","PLF_1301_00000453","PGF_00416525","NP_357620.1",165,,"Carbonic anhydrase, beta class (EC 4.2.1.1)","GO:0004089|carbonate dehydratase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.3","spr0003","VBIStrPne107296_0003","PATRIC.171101.6.NC_003098.CDS.2722.2916.fwd","PATRIC","CDS",2722,2916,195,"+","FIG01114316","PLF_1301_00113492","PGF_06429692","NP_357597.1",64,,"Uncharacterized protein CAC3725",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.308","spr0271","VBIStrPne107296_0308","PATRIC.171101.6.NC_003098.CDS.272399.272845.fwd","PATRIC","CDS",272399,272845,447,"+","FIG00000211","PLF_1301_00000411","PGF_06180597","NP_357865.1",148,"rplM","LSU ribosomal protein L13p (L13Ae)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.309","spr0272","VBIStrPne107296_0309","PATRIC.171101.6.NC_003098.CDS.272865.273257.fwd","PATRIC","CDS",272865,273257,393,"+","FIG00001110","PLF_1301_00000105","PGF_00049909","NP_357866.1",130,"rpsI","SSU ribosomal protein S9p (S16e)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.310","spr0273","VBIStrPne107296_0310","PATRIC.171101.6.NC_003098.CDS.273609.273815.fwd","PATRIC","CDS",273609,273815,207,"+","FIG01306568","PLF_1301_00094114","PGF_01000105","NP_357867.1",68,"transposase_B","Mobile element protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.311","spr0275","VBIStrPne107296_0311","PATRIC.171101.6.NC_003098.CDS.273971.274309.fwd","PATRIC","CDS",273971,274309,339,"+","FIG01349516","PLF_1301_00001891","PGF_03496675","NP_357869.1",112,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.312","spr0276","VBIStrPne107296_0312","PATRIC.171101.6.NC_003098.CDS.274499.275935.fwd","PATRIC","CDS",274499,275935,1437,"+","FIG00001882","PLF_1301_00001840","PGF_08148954","NP_357870.1",478,"celA","6-phospho-beta-glucosidase (EC 3.2.1.86)","GO:0008706|6-phospho-beta-glucosidase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.313","spr0277","VBIStrPne107296_0313","PATRIC.171101.6.NC_003098.CDS.275987.276226.fwd","PATRIC","CDS",275987,276226,240,"+","FIG01114065","PLF_1301_00001907","PGF_00389620","NP_357871.1",79,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.314","spr0278","VBIStrPne107296_0314","PATRIC.171101.6.NC_003098.CDS.276356.276670.fwd","PATRIC","CDS",276356,276670,315,"+","FIG00000704","PLF_1301_00001879","PGF_05148511","NP_357872.2",104,"celB","PTS system, cellobiose-specific IIB component (EC 2.7.1.205)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.315","spr0279","VBIStrPne107296_0315","PATRIC.171101.6.NC_003098.CDS.276794.278767.fwd","PATRIC","CDS",276794,278767,1974,"+","FIG00006336","PLF_1301_00001871","PGF_00057589","NP_357873.1",657,"bglG","Transcriptional antiterminator of lichenan operon, BglG family","GO:0005351|sugar:hydrogen ion symporter activity;GO:0009401|phosphoenolpyruvate-dependent sugar phosphotransferase system"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.29","spr0027","VBIStrPne107296_0029","PATRIC.171101.6.NC_003098.CDS.27817.28365.fwd","PATRIC","CDS",27817,28365,549,"+","FIG01114466","PLF_1301_00000072","PGF_08225224","NP_357621.1",182,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.316","spr0280","VBIStrPne107296_0316","PATRIC.171101.6.NC_003098.CDS.278777.279091.fwd","PATRIC","CDS",278777,279091,315,"+","FIG00011115","PLF_1301_00001851","PGF_01629422","NP_357874.1",104,"celC","PTS system, cellobiose-specific IIA component (EC 2.7.1.205)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.317","spr0281","VBIStrPne107296_0317","PATRIC.171101.6.NC_003098.CDS.279110.279616.fwd","PATRIC","CDS",279110,279616,507,"+","FIG01114704","PLF_1301_00001902","PGF_03506875","NP_357875.1",168,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.318","spr0282","VBIStrPne107296_0318","PATRIC.171101.6.NC_003098.CDS.279696.281042.fwd","PATRIC","CDS",279696,281042,1347,"+","FIG00029916","PLF_1301_00006563","PGF_00029610","NP_357876.1",448,"celD","PTS system, cellobiose-specific IIC component",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.319","spr0283","VBIStrPne107296_0319","PATRIC.171101.6.NC_003098.CDS.281424.281600.fwd","PATRIC","CDS",281424,281600,177,"+","FIG01115146","PLF_1301_00001676","PGF_08225224","NP_357877.1",58,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.320","spr0284","VBIStrPne107296_0320","PATRIC.171101.6.NC_003098.CDS.282002.284215.fwd","PATRIC","CDS",282002,284215,2214,"+","FIG00001647","PLF_1301_00001350","PGF_00756985","NP_357878.1",737,"xylS","Maltodextrin glucosidase (EC 3.2.1.20)","GO:0004558|alpha-glucosidase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.30",,"VBIStrPne107296_0030","PATRIC.171101.6.NC_003098.CDS.28358.28489.fwd","PATRIC","CDS",28358,28489,132,"+","FIG01957463","PLF_1301_00000072","PGF_08225224",,43,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.321","spr0285","VBIStrPne107296_0321","PATRIC.171101.6.NC_003098.CDS.284437.284913.rev","PATRIC","CDS",284437,284913,477,"-","FIG01955925","PLF_1301_00001026","PGF_08363070","NP_357879.1",158,"basA","Glutathione peroxidase (EC 1.11.1.9) @ Thioredoxin peroxidase (EC 1.11.1.15)","GO:0004602|glutathione peroxidase activity;GO:0051920|peroxiredoxin activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.322","spr0286","VBIStrPne107296_0322","PATRIC.171101.6.NC_003098.CDS.285136.288339.fwd","PATRIC","CDS",285136,288339,3204,"+","FIG00013983","PLF_1301_00001044","PGF_00012460","NP_357880.1",1067,"hysA","Hyaluronate lyase precursor (EC 4.2.2.1)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.31","spr0028","VBIStrPne107296_0031","PATRIC.171101.6.NC_003098.CDS.28634.29602.fwd","PATRIC","CDS",28634,29602,969,"+","FIG00096830","PLF_1301_00000185","PGF_00048782","NP_357622.1",322,"prsA","Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)","GO:0004749|ribose phosphate diphosphokinase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.323",,"VBIStrPne107296_0323","PATRIC.171101.6.NC_003098.CDS.288983.289108.fwd","PATRIC","CDS",288983,289108,126,"+","FIG01312297","PLF_1301_00002115","PGF_08338115",,41,,"Transposase, IS200 family",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.324","spr0287","VBIStrPne107296_0324","PATRIC.171101.6.NC_003098.CDS.289483.290112.rev","PATRIC","CDS",289483,290112,630,"-","FIG01956173","PLF_1301_00001615","PGF_00730641","NP_357881.1",209,"kdgA","4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)","GO:0008675|2-dehydro-3-deoxy-phosphogluconate aldolase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.325","spr0288","VBIStrPne107296_0325","PATRIC.171101.6.NC_003098.CDS.290122.291123.rev","PATRIC","CDS",290122,291123,1002,"-","FIG00133209","PLF_1301_00001631","PGF_05097244","NP_357882.1",333,"kdgK","2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)","GO:0008673|2-dehydro-3-deoxygluconokinase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.326","spr0289","VBIStrPne107296_0326","PATRIC.171101.6.NC_003098.CDS.291154.291795.rev","PATRIC","CDS",291154,291795,642,"-","FIG00007097","PLF_1301_00000881","PGF_00403733","NP_357883.1",213,,"predicted 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.327","spr0290","VBIStrPne107296_0327","PATRIC.171101.6.NC_003098.CDS.291814.292629.rev","PATRIC","CDS",291814,292629,816,"-","FIG00043852","PLF_1301_00000705","PGF_00061907","NP_357884.1",271,"gno","2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase (EC 1.1.1.127) @ 2-deoxy-D-gluconate 3-dehydrogenase (EC 1.1.1.125)","GO:0047001|2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase activity;GO:0008678|2-deoxy-D-gluconate 3-dehydrogenase activity"
