,mean cluster ratio,mean fractional difference,mean fractional importance,species count,zero-weighted difference,zero-weighted importance,reaction string,subsystem class,subsystem sub-class,subsystem,role
rxn05486,0.5877404229276634,0.14438982131564948,0.02123076272548681,9,0.044810634201408454,0.006588857397564872,H+ + N-Acetyl-D-mannosamine <=> H+ + N-Acetyl-D-mannosamine,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn30000,0.5882415948827389,0.03510214314442158,0.0005254811293595318,4,0.004841674916471942,7.248015577372852e-05,H2O + L-Cysteine --> Pyruvate + H+ + H2S + NH4+,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn10175,0.5904028447431644,0.16991585756983127,0.008509045708003374,5,0.029295837512039874,0.0014670768462074783,Phosphoenolpyruvate + D-Fructose <=> Pyruvate + D-fructose-6-phosphate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn10839,0.5918755567473719,0.1212797315002444,0.0015805037354689945,4,0.016728238827619916,0.0002180005152371027,H2O + ATP + TRHL <=> ADP + Phosphate + H+ + TRHL,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00282,0.5928548207829392,0.013548986483859143,0.00039926960000099247,5,0.0023360321523895073,6.883958620706767e-05,Oxaloacetate + L-Alanine <=> Pyruvate + L-Aspartate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00315,0.5928974875121505,0.04417216202192506,0.0025546458529240087,9,0.01370860200680433,0.0007928211267695199,Pyruvate + L-Lysine <=> L-Alanine + 2-Aminoadipate 6-semialdehyde,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00290,0.5931753429566247,0.06480090209080105,0.0037745605372345096,7,0.015641597056400253,0.0009111008193324678,Succinyl-CoA + Acetoacetate <=> Succinate + Acetoacetyl-CoA,"['Amino Acids and Derivatives', 'Amino Acids and Derivatives', 'Amino Acids and Derivatives', 'Amino Acids and Derivatives', 'Carbohydrates', 'Carbohydrates', 'Fatty Acids, Lipids, and Isoprenoids', 'Fatty Acids, Lipids, and Isoprenoids', 'Fatty Acids, Lipids, and Isoprenoids', 'Fatty Acids, Lipids, and Isoprenoids', 'Metabolism of Aromatic Compounds', 'Metabolism of Aromatic Compounds', 'Metabolism of Aromatic Compounds', 'Metabolism of Aromatic Compounds', 'Protein Metabolism', 'RNA Metabolism']","['Branched-chain amino acids', 'Branched-chain amino acids', 'Branched-chain amino acids', 'Branched-chain amino acids', 'One-carbon Metabolism', 'One-carbon Metabolism', '-', '-', '-', '-', 'Metabolism of central aromatic intermediates', 'Metabolism of central aromatic intermediates', 'Metabolism of central aromatic intermediates', 'Metabolism of central aromatic intermediates', 'Protein biosynthesis', 'RNA processing and modification']","['Branched_chain_amino_acid_degradation_regulons', 'Branched_chain_amino_acid_degradation_regulons', 'Leucine_Degradation_and_HMG-CoA_Metabolism', 'Leucine_Degradation_and_HMG-CoA_Metabolism', 'Serine-glyoxylate_cycle', 'Serine-glyoxylate_cycle', 'Polyhydroxybutyrate_metabolism', 'Polyhydroxybutyrate_metabolism', 'Polyhydroxybutyrate_metabolism', 'Polyhydroxybutyrate_metabolism', 'Catechol_branch_of_beta-ketoadipate_pathway', 'Catechol_branch_of_beta-ketoadipate_pathway', 'Protocatechuate_branch_of_beta-ketoadipate_pathway', 'Protocatechuate_branch_of_beta-ketoadipate_pathway', 'Nucleolar_protein_complex', 'eukaryotic_rRNA_modification_and_related_functions']","['Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)', 'Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B (EC 2.8.3.5)', 'Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)', 'Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B (EC 2.8.3.5)', 'Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)', 'Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B (EC 2.8.3.5)', 'Butyrate-acetoacetate CoA-transferase subunit A (EC 2.8.3.9)', 'Butyrate-acetoacetate CoA-transferase subunit B (EC 2.8.3.9)', 'Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)', 'Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B (EC 2.8.3.5)', 'Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)', 'Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B (EC 2.8.3.5)', 'Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)', 'Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B (EC 2.8.3.5)', 'Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)', 'Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)']"
rxn01803,0.5933740382404621,0.026359538679038345,0.0011579717223909837,3,0.0027268488288660357,0.00011979017817837761,H+ + Gentisate <=> CO2 + Quinol,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn09681,0.595554724881446,0.0948076959901022,0.0018767378648394037,5,0.016346154481052103,0.00032357549393782824,H+ + D-Fructose <=> H+ + D-Fructose,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00419,0.5957622413463822,0.12490995331149014,0.018439615470431367,12,0.05168687723234075,0.007630185711902634,H2O + NAD + L-Serine <=> NADH + NH3 + H+ + Hydroxypyruvate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn15093,0.5970554048818287,0.009459656691585716,0.0007160713091042293,2,0.0006523901166610839,4.9384228214084776e-05,H2O + Glyoxalate + Propionyl-CoA --> CoA + H+ + (S)-2-Hydroxyglutarate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn19126,0.597424272975931,0.03019016815313354,0.000763110453490663,3,0.0031231208434276078,7.894246070593066e-05,NADP + D-mannitol-1-phosphate <=> NADPH + H+ + beta-D-Glucose 6-phosphate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn01418,0.5977069599382282,0.33254374562309846,0.04267701964638888,8,0.09173620568913061,0.011772970936934864,NAD + CoA + H+ + 2-Oxoadipate <=> NADH + CO2 + Glutaryl-CoA,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn08582,0.5988328109802227,0.08533716204654347,0.007088244410775393,2,0.005885321520451274,0.0004888444421224409,beta D-Galactose <=> Galactose,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn30025,0.6025487971830343,0.03387069825709135,0.0008239615276482917,6,0.0070077306738809695,0.0001704747988237845,NAD + Glycine + Tetrahydrofolate --> NADH + CO2 + 5-10-Methylenetetrahydrofolate + NH4+,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn01013,0.6032197670612579,0.005860869022142564,0.000893790021834379,4,0.0008083957271920778,0.0001232813823219833,NADP + Glycerate <=> NADPH + H+ + Hydroxypyruvate,"['Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems']","['CO2 fixation', 'Central carbohydrate metabolism', 'One-carbon Metabolism', 'Organic acids', '-', 'Monosaccharides', 'Monosaccharides']","['Photorespiration_(oxidative_C2_cycle)', 'Glycolate,_glyoxylate_interconversions', 'Serine-glyoxylate_cycle', 'Glycerate_metabolism', 'Glyoxylate-Hydroxypyruvate_Conversion', 'The_Tartronate_Semialdehyde_Hub', 'The_Tartronate_Semialdehyde_Hub']","['Hydroxypyruvate reductase (EC 1.1.1.81)', 'Hydroxypyruvate reductase (EC 1.1.1.81)', 'Hydroxypyruvate reductase, putative (EC 1.1.1.81)', 'Hydroxypyruvate reductase (EC 1.1.1.81)', 'Hydroxypyruvate reductase (EC 1.1.1.81)', 'Hydroxypyruvate reductase (EC 1.1.1.81)', 'Hydroxypyruvate reductase, putative (EC 1.1.1.81)']"
rxn30306,0.6034465414083846,0.014629980016126694,0.00038840037357825737,5,0.002522410347608051,6.696558165142369e-05,H2O + Cystathionine --> L-Cysteine + 2-Oxobutyrate + NH4+,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn36673,0.6037599748672536,0.02888829620656103,0.0007688238136535248,4,0.0039845925802153145,0.00010604466395221033,H2O + D-Alanine + Ubiquinone-8 <=> Pyruvate + Ubiquinol-8 + NH4+,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00465,0.6052631578947367,0.016812865497076022,0.0034584880140983297,1,0.0005797539826577939,0.00011925820738270102,H2O + 2.0 H+ + Citrulline <=> CO2 + NH3 + Ornithine,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn09637,0.6057858226914731,0.14472942175361964,0.00973397061088397,11,0.05489736687206262,0.003692195748955989,ATP + NADH + L-2-Aminoadipate <=> NAD + PPi + AMP + 2-Aminoadipate 6-semialdehyde,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn13943,0.6062792773178699,0.0790096937210637,0.003934761650612651,3,0.008173416591834176,0.0004070443086840673,NAD + D-mannitol-1-phosphate <=> NADH + H+ + D-fructose-6-phosphate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn06195,0.6069483465720222,0.01157747727821877,0.0007244648452704771,6,0.0023953401265280213,0.00014988927833182284,S-Adenosyl-L-methionine + Protein glutamate <=> S-Adenosyl-homocysteine + Protein glutamate methyl ester,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn06196,0.6069483465720222,0.01157747727821877,0.0007244648452704771,6,0.0023953401265280213,0.00014988927833182284,H2O + Protein glutamate methyl ester <=> H+ + Methanol + Protein glutamate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn01358,0.6091794158553547,0.004335796554130638,0.0008809054327944408,1,0.00014951022600450477,3.0376049406704854e-05,Phosphate + Inosine <=> HYXN + Ribose 1-phosphate,"['Carbohydrates', 'Experimental Subsystems', 'Experimental Subsystems', 'Nucleosides and Nucleotides', 'Nucleosides and Nucleotides', 'Nucleosides and Nucleotides', 'Nucleosides and Nucleotides']","['Monosaccharides', '-', 'Pyrimidines', '-', 'Purines', 'Purines', 'Pyrimidines']","['Deoxyribose_and_Deoxynucleoside_Catabolism', 'Sugar_catabolome_in_Shewanella_species', 'pyrimidine_conversions_v2', 'Adenosyl_nucleosidases', 'Purine_conversions', 'Xanthosine_utilization_(xap_region)', 'pyrimidine_conversions']","['Purine nucleoside phosphorylase (EC 2.4.2.1)', 'Purine nucleoside phosphorylase (EC 2.4.2.1)', 'Purine nucleoside phosphorylase (EC 2.4.2.1)', 'Purine nucleoside phosphorylase (EC 2.4.2.1)', 'Purine nucleoside phosphorylase (EC 2.4.2.1)', 'Xanthosine phosphorylase (EC 2.4.2.1)', 'Purine nucleoside phosphorylase (EC 2.4.2.1)']"
rxn00780,0.6091794158553547,0.0013885388464603369,3.523474852684683e-05,2,9.57612997558853e-05,2.4299826570239195e-06,ATP + D-Glyceraldehyde <=> ADP + H+ + Glyceraldehyde3-phosphate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn29070,0.609271523178808,0.020653271972162983,0.0021915386836709435,1,0.0007121817921435512,7.557029943692908e-05,Phosphoenolpyruvate + Sorbitol <=> Pyruvate + D-mannitol-1-phosphate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn10663,0.6098620280980533,0.12034207667318715,0.00426258538501201,8,0.03319781425467232,0.001175885623451589,7.0 H2O + ATP + 7.0 NAD + 8.0 CoA + 6.0 FAD + hexadecenoate <=> 7.0 NADH + PPi + AMP + 8.0 Acetyl-CoA + 2.0 H+ + 6.0 FADH2,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn15062,0.6112332199642714,0.00751397412247967,0.0008739231441095774,4,0.0010364102237902994,0.00012054112332545896,UDP-glucose + beta-D-Fructose 6-phosphate <=> UDP + 6-Phosphosucrose,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn15064,0.6112332199642714,0.00751397412247967,0.0008739231441095774,4,0.0010364102237902994,0.00012054112332545896,L-Glutamine + beta-D-Fructose 6-phosphate <=> L-Glutamate + D-Glucosamine phosphate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn10878,0.6125236662554665,0.06366342001572227,0.004501925606308231,15,0.032929355180546,0.0023285822101594303,H2O + 1.5 O2 + Phosphate + Pyruvate + H+ <=> CO2 + 2.0 H2O2 + Acetylphosphate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn05940,0.615990839815217,0.03790536759662621,0.0020803182138603975,3,0.003921244923788918,0.00021520533246831698,CoA + 2-Oxobutyrate + Oxidizedferredoxin <=> CO2 + H+ + Propionyl-CoA + Reducedferredoxin,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00538,0.6194563662374821,0.003493174997579786,0.0005330938657993146,1,0.00012045431026137193,1.838254709652809e-05,H2O + Phosphoethanolamine <=> Phosphate + NH3 + Acetaldehyde,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn19753,0.6195312499999999,0.04171164869952086,0.0034660080510518325,2,0.002876665427553163,0.00023903503800357464,D-Galactose 1-phosphate + UDP-GLUCOSE <=> UDP-galactose + Glucose-1-phosphate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn27412,0.6195312499999999,0.04171164869952086,0.0034660080510518325,2,0.002876665427553163,0.00023903503800357464,UDP-GLUCOSE <=> UDP-galactose,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn05566,0.620351357517682,0.02556443574606434,0.0011927794947751297,2,0.0017630645342113338,8.226065481207791e-05,H+ + Galactose <=> H+ + Galactose,"['Carbohydrates', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems']","['Monosaccharides', '-', '-', '-', 'Plant-Prokaryote DOE project']","['L-Arabinose_utilization', 'Experimental-COG3533', 'Transporters_In_Models', 'Transporters_In_Models', 'COG3533']","['Arabinose-proton symporter', 'Arabinose-proton symporter', 'Arabinose-proton symporter', 'Homolog of fucose/glucose/galactose permeases', 'Arabinose-proton symporter']"
rxn05164,0.6203701089145774,0.05693991831127789,0.01723064745897673,5,0.009817227295047913,0.002970801286030471,H2O + ATP + L-Histidine --> ADP + Phosphate + H+ + L-Histidine,"['Amino Acids and Derivatives', 'Amino Acids and Derivatives', 'Amino Acids and Derivatives', 'Amino Acids and Derivatives']","['Arginine; urea cycle, polyamines', 'Arginine; urea cycle, polyamines', 'Arginine; urea cycle, polyamines', 'Arginine; urea cycle, polyamines']","['Arginine_and_Ornithine_Degradation', 'Arginine_and_Ornithine_Degradation', 'Arginine_and_Ornithine_Degradation', 'Arginine_and_Ornithine_Degradation']","['Histidine ABC transporter, ATP-binding protein HisP (TC 3.A.1.3.1)', 'Histidine ABC transporter, histidine-binding periplasmic protein precursor HisJ (TC 3.A.1.3.1)', 'Histidine ABC transporter, permease protein HisM (TC 3.A.1.3.1)', 'Histidine ABC transporter, permease protein HisQ (TC 3.A.1.3.1)']"
rxn01615,0.6205434551576781,0.2414301880222841,0.00582677724067875,1,0.00832517889732014,0.00020092335312685346,"NAD + 1,2-Propanediol <=> NADH + H+ + L-Lactaldehyde","['Carbohydrates', 'Carbohydrates']","['Monosaccharides', 'Monosaccharides']","['L-fucose_utilization', 'L-rhamnose_utilization']","['Lactaldehyde reductase (EC 1.1.1.77)', 'Lactaldehyde reductase (EC 1.1.1.77)']"
rxn01244,0.6209677419354839,0.015099519560741249,0.000646145838990888,1,0.0005206730883014224,2.2280890999685796e-05,H+ + 3-Methyl-2-oxobutanoate + Lipoamide <=> CO2 + S-(2-Methylpropionyl)-dihydrolipoamide,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00007,0.6215750202894156,0.00358498500676634,0.00016090535725695148,3,0.0003708605179413455,1.6645381785201876e-05,H2O + TRHL <=> 2.0 D-Glucose,"['Carbohydrates', 'Carbohydrates', 'Experimental Subsystems']","['Di- and oligosaccharides', 'Di- and oligosaccharides', '-']","['Trehalose_Uptake_and_Utilization', 'Trehalose_Uptake_and_Utilization', 'Sugar_catabolome_in_Shewanella_species']","['Cytoplasmic trehalase (EC 3.2.1.28)', 'Trehalase (EC 3.2.1.28)', 'Trehalase (EC 3.2.1.28)']"
rxn00970,0.6217044911483096,0.025597559654807252,0.0016790003133894842,8,0.00706139576684338,0.00046317250024537494,NADH + Acetate + 2.0 H+ + 4-Hydroxybenzoate <=> 2.0 H2O + NAD + 4-Coumarate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn01049,0.6218044954223334,0.040390043672257916,0.00017805817155065105,2,0.0027855202532591668,1.2279873900044901e-05,ATP + CELB <=> ADP + H+ + cellobiose 6-phoshate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn25799,0.6219047202217517,0.07198761605467983,0.007719973089226234,11,0.02730564746901649,0.0029282656545340886,2-Oxoglutarate + L-Serine <=> L-Glutamate + Hydroxypyruvate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn16359,0.6252178720841058,0.12831056834815474,0.0015416511329188437,5,0.022122511784164613,0.0002658019194687662,O2 + Anthranilate + FADH2 --> H2O + FAD + H+ + 3-Hydroxyanthranilate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn08793,0.6257873355252574,0.01674783936412411,0.0009733019283354773,4,0.002310046808844705,0.00013424854183937616,L-Lactate + Menaquinone 8 --> Pyruvate + Menaquinol 8,"['Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Experimental Subsystems', 'Experimental Subsystems', 'Respiration']","['Fermentation', 'Fermentation', 'Organic acids', '-', '-', 'Electron donating reactions']","['Fermentations:_Lactate', 'Fermentations:_Mixed_acid', 'Lactate_utilization', 'CR_clusters_Euk_3', 'CR_clusters_Euk_6_lactateDehB', 'Respiratory_dehydrogenases_1']","['L-lactate dehydrogenase (EC 1.1.1.27)', 'L-lactate dehydrogenase (EC 1.1.1.27)', 'L-lactate dehydrogenase (EC 1.1.1.27)', 'L-lactate dehydrogenase (EC 1.1.1.27)', 'L-lactate dehydrogenase (EC 1.1.1.27)', 'L-lactate dehydrogenase (EC 1.1.1.27)']"
rxn05210,0.6259381758668685,0.005132540868572673,0.00016704559148709433,5,0.0008849208394090815,2.8800964049499022e-05,Phosphate + Na+ <=> Phosphate + Na+,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn11326,0.6270151167659138,0.015684759908410405,0.00040143853008757464,3,0.001622561369835559,4.15281238021629e-05,GABA <=> GABA,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00168,0.6273415394527332,0.06336825678635526,0.006195963936174436,14,0.030591572241688746,0.0029911550036704174,Pyruvate + H+ <=> CO2 + Acetaldehyde,['Carbohydrates'],['Central carbohydrate metabolism'],"['Pyruvate_metabolism_II:_acetyl-CoA,_acetogenesis_from_pyruvate']",['Pyruvate decarboxylase (EC 4.1.1.1)']
rxn05628,0.6284598403803702,0.014935974268637683,0.0009706285199152698,1,0.0005150335954702649,3.346994896259551e-05,Ornithine + H+ <=> Ornithine + H+,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn01644,0.6290626965829565,0.33228012979440247,0.062357013787480875,5,0.05728967755075905,0.0107512092737036,Pyruvate + L-Aspartate4-semialdehyde --> 2.0 H2O + H+ + Dihydrodipicolinate,"['Amino Acids and Derivatives', 'Experimental Subsystems']","['Lysine, threonine, methionine, and cysteine', '-']","['Lysine_Biosynthesis_DAP_Pathway', '271-Bsub']","['Dihydrodipicolinate synthase (EC 4.2.1.52)', 'Dihydrodipicolinate synthase (EC 4.2.1.52)']"
rxn03838,0.6291666666666667,0.026509831460674163,0.0010202739804979178,1,0.0009141321193335918,3.518186139647992e-05,H2O + Manninotriose --> Galactose + Melibiose,"['Carbohydrates', 'Carbohydrates', 'Experimental Subsystems', 'Experimental Subsystems', 'Sulfur Metabolism']","['Di- and oligosaccharides', 'Di- and oligosaccharides', '-', 'Plant-Prokaryote DOE project', '-']","['Fructooligosaccharides(FOS)_and_Raffinose_Utilization', 'Melibiose_Utilization', 'Sugar_catabolome_in_Shewanella_species', 'COG3533', 'Galactosylceramide_and_Sulfatide_metabolism']","['Alpha-galactosidase (EC 3.2.1.22)', 'Alpha-galactosidase (EC 3.2.1.22)', 'Alpha-galactosidase (EC 3.2.1.22)', 'Alpha-galactosidase (EC 3.2.1.22)', 'Alpha-galactosidase (EC 3.2.1.22)']"
rxn05225,0.6295719844357976,0.006613151097014681,0.0010452765983523537,1,0.00022803969300050624,3.6044020632839786e-05,D-Glucose + H+ + D-Mannose <=> D-Glucose + H+ + D-Mannose,"['Carbohydrates', 'Experimental Subsystems']","['Di- and oligosaccharides', '-']","['Trehalose_Uptake_and_Utilization', 'Transporters_In_Models']","['Glucose/mannose:H+ symporter GlcP', 'Glucose/mannose:H+ symporter GlcP']"
rxn09566,0.6299679876207497,0.033844174918543635,0.0011966905572605884,10,0.011670405144325392,0.00041265191629675466,2.0 H2O + 0.5 O2 + NH3 + Pyridoxal <=> 2.0 H2O2 + PM,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn10824,0.6300241210630875,0.014601470237892,0.0005955151980378563,2,0.0010069979474408275,4.1070013657783195e-05,Ornithine <=> Ornithine,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn20495,0.6307531751895606,0.024251972709344587,0.0009647129431623547,10,0.008362749210118823,0.00033265963557322574,Ornithine <=> L-Proline + NH4+,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn15726,0.6322778345250256,0.007623973638720833,0.00033741731882641325,2,0.0005257912854290229,2.3270159919062983e-05,NAD + (R)-2-Hydroxyglutarate <=> NADH + 2-Oxoglutarate + H+,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn30612,0.6336471288228869,0.00442736520990333,0.0001757401131309141,2,0.00030533553171747105,1.2120007802132007e-05,Maltose + Amylotriose <=> beta-D-Glucose + Maltotetraose,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00378,0.6352969238498052,0.0899207303311878,0.0038462229969608796,5,0.01550357419503238,0.0006631418960277379,H2O + Sulfite + 2.0 Cytochrome c3+ <=> Sulfate + 3.0 H+ + 2.0 Cytochrome c2+,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn10165,0.6363942518372594,0.005680485493082378,0.000299865404181996,4,0.0007835152404251555,4.136074540441324e-05,Phosphate + Glycerol-3-phosphate <=> Phosphate + Glycerol-3-phosphate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn07759,0.636774713354561,0.033142446773618446,0.0014269585184947466,9,0.010285586929743655,0.0004428491953949213,NADH + O2 + H+ + 1-Methylxanthine <=> H2O + NAD + Formaldehyde + XAN,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn28574,0.6381632203954066,0.02550280074703446,0.0002718236562360322,8,0.007035255378492265,7.498583620304336e-05,Melitose <=> Melitose,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn26127,0.6389816691408067,0.015050977124714423,0.0003073203315092195,2,0.001037998422394098,2.1194505621325483e-05,Phosphate + Maltotetraose --> Glucose-1-phosphate + Amylotriose,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn30478,0.6400560224089635,0.02969282754081846,0.00016681813011727392,2,0.002047781209711618,1.1504698628777512e-05,5.0 H2O + ATP + 5.0 NAD + 6.0 CoA + 5.0 FAD + ddca <=> 5.0 NADH + PPi + AMP + 6.0 Acetyl-CoA + H+ + 5.0 FADH2,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn19907,0.6429121132830538,0.022454759075194466,0.0007224216652406155,2,0.0015486040741513425,4.9822183809697624e-05,H2O + Glyoxalate + Propionyl-CoA --> CoA + H+ + 2-HYDROXYGLUTARIC_ACID,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn25052,0.6429121132830538,0.022454759075194466,0.0007224216652406155,2,0.0015486040741513425,4.9822183809697624e-05,NAD + 2-HYDROXYGLUTARIC_ACID <=> NADH + 2-Oxoglutarate + H+,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00988,0.6430867971330915,0.13985467551635494,0.007722924717509942,7,0.033758025124637395,0.0018641542421575722,ATP + CoA + Acetoacetate --> PPi + AMP + H+ + Acetoacetyl-CoA,"['Amino Acids and Derivatives', 'Amino Acids and Derivatives', 'Amino Acids and Derivatives', 'Amino Acids and Derivatives', 'Clustering-based subsystems', 'Clustering-based subsystems', 'Cofactors, Vitamins, Prosthetic Groups, Pigments', 'Cofactors, Vitamins, Prosthetic Groups, Pigments', 'Experimental Subsystems', 'Fatty Acids, Lipids, and Isoprenoids', 'Fatty Acids, Lipids, and Isoprenoids', 'Fatty Acids, Lipids, and Isoprenoids', 'Metabolism of Aromatic Compounds', 'Miscellaneous']","['Branched-chain amino acids', 'Branched-chain amino acids', 'Branched-chain amino acids', 'Branched-chain amino acids', '-', 'Mycocerosic acid and related Polyketides biosynthesis clusters', 'Biotin', 'Folate and pterines', '-', '-', 'Fatty acids', 'Fatty acids', 'Peripheral pathways for catabolism of aromatic compounds', '-']","['Branched_chain_amino_acid_degradation_regulons', 'HMG_CoA_Synthesis', 'HMG_CoA_Synthesis', 'Leucine_Degradation_and_HMG-CoA_Metabolism', 'CBSS-83332.1.peg.3803', 'CBSS-83332.1.peg.1531', 'Biotin_biosynthesis', 'Pterin_metabolism_3', 'Transporters_In_Models', 'Polyhydroxybutyrate_metabolism', 'Fatty_acid_degradation_regulons', 'Unsaturated_Fatty_Acid_Metabolism', 'n-Phenylalkanoic_acid_degradation', 'Carbonate_Biomineralization']","['Acetoacetyl-CoA synthetase (EC 6.2.1.16)', 'Acetoacetyl-CoA synthetase (EC 6.2.1.16)', 'Acetoacetyl-CoA synthetase [leucine] (EC 6.2.1.16)', 'Acetoacetyl-CoA synthetase (EC 6.2.1.16)', 'Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)', 'Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)', 'Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)', 'Acetoacetyl-CoA synthetase (EC 6.2.1.16)', 'Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)', 'Acetoacetyl-CoA synthetase (EC 6.2.1.16)', 'Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)', 'Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)', 'Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)', 'Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)']"
rxn38911,0.6432403433476395,0.03869114847203847,0.0014290714131280306,1,0.001334177533518568,4.927832459062174e-05,Glyoxalate + H+ --> CO2 + Formaldehyde,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn24940,0.6436199520216037,0.009102290171185147,0.00042243372696410935,7,0.0021971045240791734,0.00010196676168099191,ADP + Phosphate + 2.0 H+ + Oxalosuccinate <=> H2O + ATP + CO2 + 2-Oxoglutarate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
